Age,BusinessTravel,DailyRate,CostOfHiring,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
46,Travel_Rarely,706,10294,Research & Development,College,Life Sciences,Very High,Male,Manufacturing Director,Very High,Divorced,8578,3,No,Excellent,12,4,9,4,7,No
28,Non-Travel,280,3247,Human Resources,College,Life Sciences,High,Male,Human Resources,Very High,Divorced,2706,1,No,Excellent,3,2,3,2,2,No
29,Travel_Rarely,726,7661,Research & Development,Below College,Life Sciences,Very High,Male,Healthcare Representative,High,Divorced,6384,8,No,Excellent,11,3,7,1,6,No
42,Travel_Rarely,1142,4762,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,High,Single,3968,4,No,Excellent,8,3,0,0,0,No
32,Travel_Rarely,414,11888,Sales,Master,Marketing,High,Male,Sales Executive,Medium,Single,9907,7,Yes,Excellent,7,3,2,2,2,Yes
46,Travel_Rarely,1319,15870,Sales,Bachelor,Technical Degree,Low,Female,Sales Executive,Low,Divorced,13225,2,No,Excellent,25,5,19,2,8,No
27,Travel_Rarely,728,4248,Sales,Below College,Medical,Medium,Female,Sales Representative,High,Married,3540,1,No,Outstanding,9,5,9,5,8,No
29,Travel_Rarely,352,3365,Human Resources,Below College,Medical,Very High,Male,Human Resources,Medium,Married,2804,1,No,Excellent,1,3,1,0,0,No
43,Travel_Rarely,823,23270,Research & Development,Bachelor,Medical,Low,Female,Manager,High,Married,19392,7,No,Excellent,21,2,16,6,14,No
48,Travel_Rarely,1224,23598,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Director,Medium,Married,19665,4,No,Excellent,29,3,22,12,9,No
29,Travel_Frequently,459,2927,Research & Development,College,Life Sciences,Very High,Male,Research Scientist,Very High,Single,2439,1,Yes,Outstanding,1,3,1,1,0,Yes
46,Travel_Rarely,1254,8777,Sales,Bachelor,Life Sciences,High,Female,Sales Executive,Medium,Married,7314,5,No,Outstanding,14,2,8,0,7,Yes
27,Travel_Frequently,1131,5729,Research & Development,Bachelor,Life Sciences,Very High,Female,Research Scientist,Low,Married,4774,0,No,Excellent,8,2,7,7,3,No
39,Travel_Rarely,835,4682,Research & Development,Master,Other,Very High,Male,Research Scientist,Very High,Divorced,3902,8,No,Excellent,7,2,2,2,2,No
55,Travel_Rarely,836,3194,Research & Development,Master,Technical Degree,Medium,Male,Research Scientist,Very High,Married,2662,8,No,Outstanding,19,2,5,0,4,No
28,Travel_Rarely,1172,3427,Sales,Bachelor,Medical,Medium,Female,Sales Representative,Medium,Married,2856,1,No,Excellent,1,3,1,0,0,No
30,Travel_Rarely,945,1297,Sales,Bachelor,Medical,Medium,Male,Sales Representative,Very High,Single,1081,1,No,Excellent,1,3,1,0,0,Yes
22,Travel_Rarely,391,2966,Research & Development,Below College,Life Sciences,Very High,Male,Research Scientist,Medium,Single,2472,1,Yes,Outstanding,1,2,1,0,0,Yes
36,Travel_Rarely,1266,6808,Sales,Master,Technical Degree,Medium,Female,Sales Executive,High,Married,5673,1,Yes,Excellent,10,4,10,1,7,No
31,Travel_Rarely,311,5036,Research & Development,Bachelor,Life Sciences,Medium,Male,Laboratory Technician,High,Divorced,4197,1,No,Excellent,10,2,10,0,2,No
34,Travel_Rarely,1480,11656,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,Very High,Married,9713,2,Yes,Excellent,9,3,5,1,0,No
29,Travel_Rarely,592,2474,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,Low,Single,2062,3,No,Excellent,11,2,3,1,2,No
37,Travel_Rarely,783,5141,Research & Development,Master,Medical,Very High,Male,Research Scientist,Low,Married,4284,5,Yes,Outstanding,16,2,5,0,4,No
35,Travel_Rarely,219,5746,Research & Development,College,Other,Very High,Female,Manufacturing Director,Medium,Married,4788,0,Yes,Excellent,4,2,3,0,2,No
45,Travel_Rarely,556,7087,Research & Development,College,Life Sciences,Medium,Female,Manufacturing Director,Very High,Married,5906,0,No,Excellent,10,2,9,3,8,No
36,Travel_Frequently,1213,4663,Human Resources,Below College,Human Resources,Medium,Male,Human Resources,Very High,Single,3886,1,No,Outstanding,10,2,10,0,8,No
40,Travel_Rarely,1137,20188,Research & Development,Master,Life Sciences,Low,Male,Manager,Low,Divorced,16823,2,No,Excellent,22,3,19,11,16,No
26,Travel_Rarely,482,3520,Research & Development,College,Life Sciences,Medium,Female,Research Scientist,High,Married,2933,1,Yes,Excellent,1,3,1,1,0,No
27,Travel_Rarely,511,7800,Sales,College,Medical,Low,Female,Sales Executive,High,Single,6500,0,No,Excellent,9,5,8,0,7,No
48,Travel_Frequently,117,20609,Research & Development,Bachelor,Medical,Very High,Female,Manager,Very High,Divorced,17174,3,No,Excellent,24,3,22,4,7,No
44,Travel_Rarely,170,6040,Research & Development,Master,Life Sciences,Medium,Male,Healthcare Representative,Low,Married,5033,2,No,Excellent,10,5,2,2,2,No
34,Non-Travel,967,2768,Research & Development,Master,Technical Degree,Very High,Male,Research Scientist,Low,Married,2307,1,Yes,Outstanding,5,2,5,3,0,Yes
56,Travel_Rarely,1162,3104,Research & Development,College,Life Sciences,Low,Male,Laboratory Technician,Very High,Single,2587,1,No,Excellent,5,3,4,1,0,Yes
36,Travel_Rarely,335,6608,Sales,College,Marketing,High,Male,Sales Executive,Medium,Married,5507,2,No,Excellent,12,1,4,1,3,No
41,Travel_Rarely,337,5272,Sales,Bachelor,Marketing,High,Female,Sales Executive,Medium,Married,4393,5,No,Outstanding,14,3,5,1,4,No
42,Travel_Rarely,1396,16018,Research & Development,Bachelor,Medical,High,Male,Research Director,Low,Married,13348,9,No,Excellent,18,3,13,5,7,No
31,Travel_Rarely,1079,7900,Sales,College,Medical,High,Female,Sales Executive,Very High,Divorced,6583,2,Yes,Excellent,8,2,5,1,4,No
34,Travel_Rarely,735,9724,Sales,Below College,Medical,Very High,Female,Sales Executive,Very High,Married,8103,3,Yes,Excellent,9,3,4,0,1,No
31,Travel_Rarely,471,4774,Research & Development,Bachelor,Medical,Low,Female,Laboratory Technician,High,Divorced,3978,8,No,Excellent,4,0,2,2,2,No
26,Travel_Frequently,1096,3053,Research & Development,Bachelor,Other,High,Male,Laboratory Technician,Very High,Married,2544,0,No,Excellent,8,3,7,7,7,No
45,Travel_Frequently,1297,6479,Research & Development,Master,Medical,Medium,Male,Healthcare Representative,High,Single,5399,4,No,Excellent,12,3,4,0,3,No
33,Travel_Rarely,217,6584,Sales,Master,Marketing,Medium,Male,Sales Executive,High,Single,5487,1,No,Excellent,10,2,10,0,9,No
28,Travel_Frequently,783,8201,Sales,College,Life Sciences,High,Male,Sales Executive,Very High,Married,6834,1,Yes,Excellent,7,2,7,0,7,No
29,Travel_Frequently,746,1309,Sales,Bachelor,Technical Degree,High,Male,Sales Representative,Low,Single,1091,1,No,Excellent,1,3,1,0,0,Yes
39,Non-Travel,1251,6883,Sales,Master,Life Sciences,Low,Female,Sales Executive,High,Married,5736,6,No,Excellent,10,1,3,1,2,No
27,Travel_Rarely,1354,2671,Research & Development,Master,Technical Degree,Medium,Male,Research Scientist,Medium,Married,2226,1,No,Excellent,6,3,5,1,2,No
34,Travel_Frequently,735,6896,Research & Development,Master,Other,High,Male,Research Scientist,Very High,Married,5747,1,Yes,Excellent,16,3,15,6,11,No
28,Travel_Rarely,1475,11825,Sales,College,Marketing,Very High,Female,Sales Executive,High,Single,9854,3,Yes,Excellent,6,0,2,2,2,Yes
47,Non-Travel,1169,6560,Research & Development,Master,Technical Degree,High,Male,Research Scientist,Medium,Married,5467,8,No,Excellent,16,4,8,1,7,No
56,Travel_Rarely,1443,6456,Sales,Doctor,Marketing,Very High,Female,Sales Executive,Low,Married,5380,4,No,Excellent,6,3,0,0,0,No
39,Travel_Rarely,867,6181,Research & Development,College,Medical,Low,Male,Manufacturing Director,Low,Married,5151,1,No,Outstanding,10,3,10,7,9,No
38,Travel_Frequently,1394,2560,Research & Development,Bachelor,Medical,Very High,Female,Research Scientist,Medium,Divorced,2133,1,Yes,Excellent,20,3,20,0,7,No
58,Travel_Rarely,605,21450,Sales,Bachelor,Life Sciences,Very High,Female,Manager,Very High,Married,17875,4,Yes,Excellent,29,2,1,0,0,No
32,Travel_Frequently,238,2918,Research & Development,College,Life Sciences,Low,Female,Research Scientist,High,Single,2432,3,Yes,Excellent,8,2,4,0,3,Yes
38,Travel_Rarely,1206,5725,Research & Development,College,Life Sciences,Medium,Male,Research Scientist,Very High,Divorced,4771,2,No,Excellent,10,0,5,0,3,No
49,Travel_Frequently,1064,22993,Research & Development,Below College,Life Sciences,Medium,Male,Research Director,Very High,Married,19161,3,No,Excellent,28,3,5,4,3,No
42,Travel_Rarely,419,6104,Sales,Master,Marketing,Medium,Male,Sales Executive,Very High,Divorced,5087,3,Yes,Excellent,14,4,0,0,0,No
27,Travel_Frequently,1337,3436,Human Resources,Bachelor,Human Resources,Low,Female,Human Resources,Medium,Married,2863,1,No,Excellent,1,2,1,0,0,Yes
35,Travel_Rarely,682,6673,Sales,Master,Medical,Medium,Male,Sales Executive,Low,Married,5561,0,No,Excellent,6,2,5,0,4,No
28,Non-Travel,1103,2573,Research & Development,Bachelor,Medical,High,Male,Research Scientist,High,Single,2144,1,No,Excellent,5,3,5,1,4,No
31,Non-Travel,976,3678,Research & Development,College,Medical,High,Male,Research Scientist,Low,Divorced,3065,1,Yes,Excellent,4,3,4,2,3,No
36,Non-Travel,1351,3372,Research & Development,Master,Life Sciences,Low,Male,Laboratory Technician,Medium,Married,2810,1,No,Outstanding,5,3,5,0,2,No
34,Travel_Rarely,937,11866,Sales,Bachelor,Marketing,Low,Male,Sales Executive,Very High,Single,9888,1,No,Outstanding,14,3,14,2,1,No
34,Travel_Rarely,1239,10354,Sales,Master,Medical,Very High,Male,Sales Executive,High,Divorced,8628,1,No,Excellent,9,2,8,1,1,No
26,Travel_Rarely,157,3440,Research & Development,Bachelor,Medical,High,Male,Laboratory Technician,Low,Single,2867,0,No,Excellent,8,6,7,7,6,No
29,Travel_Rarely,136,6448,Research & Development,Bachelor,Life Sciences,Low,Male,Healthcare Representative,Low,Married,5373,0,No,Excellent,6,5,5,0,2,No
32,Non-Travel,1146,8000,Research & Development,Master,Medical,High,Female,Healthcare Representative,Very High,Divorced,6667,5,No,Excellent,9,6,5,1,2,No
31,Travel_Frequently,1125,6004,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Scientist,Low,Married,5003,1,No,Outstanding,10,6,10,8,7,No
28,Travel_Rarely,1404,2840,Research & Development,Bachelor,Technical Degree,High,Male,Laboratory Technician,Very High,Divorced,2367,5,No,Excellent,6,2,4,0,3,Yes
38,Travel_Rarely,1404,3430,Sales,Bachelor,Life Sciences,Low,Male,Sales Representative,Low,Single,2858,4,No,Excellent,20,3,1,0,0,No
35,Travel_Rarely,1224,6245,Sales,Master,Life Sciences,High,Female,Sales Executive,Very High,Married,5204,1,Yes,Excellent,10,2,10,0,9,No
27,Travel_Rarely,954,4926,Sales,Bachelor,Marketing,Very High,Male,Sales Executive,Very High,Single,4105,1,No,Excellent,7,5,7,0,7,No
32,Travel_Rarely,1373,11615,Research & Development,Master,Life Sciences,Very High,Male,Manufacturing Director,Very High,Single,9679,8,No,Outstanding,8,1,1,0,0,No
31,Travel_Frequently,754,6740,Sales,Master,Marketing,Low,Male,Sales Executive,Very High,Married,5617,1,Yes,Excellent,10,4,10,0,8,Yes
53,Travel_Rarely,1168,12538,Sales,Master,Life Sciences,Low,Male,Sales Executive,Low,Single,10448,6,Yes,Excellent,15,2,2,2,2,Yes
54,Travel_Rarely,155,3476,Research & Development,College,Life Sciences,Low,Female,Research Scientist,High,Married,2897,3,No,Excellent,9,6,4,2,3,No
33,Travel_Frequently,1303,7162,Research & Development,College,Life Sciences,Very High,Male,Healthcare Representative,High,Divorced,5968,1,No,Outstanding,9,2,9,2,8,No
43,Travel_Rarely,574,9012,Research & Development,Bachelor,Life Sciences,Low,Male,Healthcare Representative,High,Married,7510,1,No,Excellent,10,1,10,0,9,No
38,Travel_Frequently,1444,3589,Human Resources,Master,Other,Very High,Male,Human Resources,Medium,Married,2991,0,Yes,Excellent,7,2,6,1,2,No
55,Travel_Rarely,189,23563,Human Resources,Master,Human Resources,High,Male,Manager,Medium,Married,19636,4,Yes,Excellent,35,0,10,1,4,No
31,Travel_Rarely,1276,1355,Research & Development,Below College,Medical,Very High,Female,Laboratory Technician,Very High,Divorced,1129,1,Yes,Excellent,1,4,1,0,0,No
39,Travel_Rarely,119,16009,Sales,Master,Marketing,Medium,Male,Sales Executive,Low,Single,13341,0,No,Excellent,21,3,20,11,10,No
42,Non-Travel,335,5198,Research & Development,College,Life Sciences,Very High,Male,Research Scientist,High,Single,4332,1,No,Excellent,20,2,20,3,7,No
31,Non-Travel,697,13237,Research & Development,Bachelor,Medical,High,Female,Research Director,High,Married,11031,4,No,Outstanding,13,2,11,4,8,No
54,Travel_Rarely,157,5328,Research & Development,Bachelor,Medical,High,Female,Manufacturing Director,Low,Single,4440,6,Yes,Excellent,9,3,5,1,4,No
24,Travel_Rarely,771,5540,Research & Development,College,Life Sciences,Medium,Male,Healthcare Representative,High,Single,4617,1,No,Excellent,4,2,4,1,2,No
23,Travel_Rarely,571,3176,Research & Development,College,Other,Very High,Male,Laboratory Technician,Very High,Single,2647,1,No,Excellent,5,6,5,1,4,No
40,Travel_Frequently,692,7588,Research & Development,Bachelor,Technical Degree,Very High,Female,Laboratory Technician,High,Married,6323,1,No,Excellent,10,2,10,9,4,No
40,Travel_Rarely,444,6812,Sales,College,Marketing,Medium,Female,Sales Executive,Medium,Married,5677,3,No,Excellent,15,4,11,5,10,No
25,Travel_Rarely,309,2624,Human Resources,Bachelor,Human Resources,High,Female,Human Resources,Medium,Married,2187,4,No,Excellent,6,3,2,1,2,No
30,Travel_Rarely,911,4498,Research & Development,College,Medical,Very High,Male,Laboratory Technician,Medium,Married,3748,1,No,Excellent,12,6,12,1,7,No
25,Travel_Rarely,977,4772,Research & Development,Below College,Other,Very High,Male,Laboratory Technician,High,Divorced,3977,6,Yes,Excellent,7,2,2,0,2,No
47,Travel_Rarely,1180,10360,Research & Development,Bachelor,Medical,Low,Male,Healthcare Representative,High,Single,8633,2,No,Outstanding,25,3,17,12,11,No
33,Non-Travel,1313,2410,Research & Development,College,Medical,Medium,Male,Laboratory Technician,High,Divorced,2008,1,No,Excellent,1,2,1,0,0,No
38,Travel_Rarely,1321,5328,Sales,Master,Life Sciences,Very High,Male,Sales Executive,Medium,Married,4440,0,No,Excellent,16,3,15,5,8,No
31,Travel_Rarely,1154,3680,Sales,College,Life Sciences,Low,Male,Sales Representative,High,Married,3067,0,No,Excellent,3,1,2,1,2,No
38,Travel_Frequently,508,6385,Research & Development,Master,Life Sciences,Low,Male,Manufacturing Director,High,Married,5321,2,No,Excellent,10,1,8,7,7,No
42,Travel_Rarely,557,6492,Research & Development,Master,Life Sciences,Very High,Male,Research Scientist,Low,Divorced,5410,6,Yes,Excellent,9,3,4,1,2,No
41,Travel_Rarely,642,3338,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Scientist,Very High,Married,2782,3,No,Outstanding,12,3,5,1,0,No
47,Non-Travel,1162,14348,Research & Development,Below College,Medical,High,Female,Research Director,Medium,Married,11957,0,No,Excellent,14,3,13,5,12,No
35,Travel_Rarely,1490,3192,Research & Development,Master,Medical,Very High,Male,Laboratory Technician,High,Married,2660,7,Yes,Excellent,5,3,2,2,2,No
22,Travel_Rarely,581,4050,Research & Development,College,Life Sciences,Very High,Male,Research Scientist,High,Single,3375,0,No,Excellent,4,2,3,1,2,No
35,Travel_Rarely,1395,6118,Research & Development,Master,Medical,Medium,Male,Research Scientist,High,Single,5098,1,No,Excellent,10,5,10,0,8,No
33,Travel_Rarely,501,5854,Research & Development,College,Medical,Medium,Female,Healthcare Representative,Very High,Married,4878,0,Yes,Excellent,10,6,9,8,1,No
32,Travel_Rarely,267,3404,Research & Development,Master,Life Sciences,High,Female,Laboratory Technician,Medium,Single,2837,1,No,Excellent,6,3,6,4,1,No
40,Travel_Rarely,543,2887,Research & Development,Master,Life Sciences,Low,Male,Laboratory Technician,Very High,Married,2406,8,No,Excellent,8,3,1,0,0,No
32,Travel_Rarely,234,2723,Sales,Master,Medical,Medium,Male,Sales Representative,Medium,Married,2269,0,No,Excellent,3,2,2,2,2,No
39,Travel_Rarely,116,4930,Research & Development,Below College,Life Sciences,Low,Male,Research Scientist,Very High,Single,4108,7,No,Excellent,18,2,7,1,7,No
38,Travel_Rarely,201,15847,Research & Development,Bachelor,Medical,Medium,Female,Research Director,High,Married,13206,3,No,Excellent,20,3,18,1,11,No
32,Travel_Rarely,801,12506,Sales,Master,Marketing,High,Female,Sales Executive,Very High,Married,10422,1,No,Excellent,14,3,14,5,7,No
37,Travel_Rarely,161,16493,Research & Development,Bachelor,Life Sciences,High,Female,Research Director,Very High,Married,13744,1,Yes,Outstanding,16,2,16,6,8,No
25,Travel_Rarely,1382,5888,Sales,College,Other,Low,Female,Sales Executive,High,Divorced,4907,0,Yes,Outstanding,6,3,5,0,4,No
52,Non-Travel,585,4178,Sales,Master,Life Sciences,Low,Male,Sales Representative,Very High,Divorced,3482,2,No,Excellent,16,3,9,0,0,No
44,Travel_Rarely,1037,2923,Research & Development,Bachelor,Medical,Medium,Male,Research Scientist,Very High,Single,2436,6,Yes,Excellent,6,2,4,1,2,No
21,Travel_Rarely,501,2856,Sales,Below College,Medical,High,Male,Sales Representative,Low,Single,2380,1,Yes,Excellent,2,6,2,1,2,No
39,Non-Travel,105,23317,Research & Development,Bachelor,Life Sciences,Very High,Male,Manager,Very High,Single,19431,2,No,Excellent,21,3,6,1,3,No
23,Travel_Frequently,638,2148,Sales,Bachelor,Marketing,Very High,Male,Sales Representative,Low,Married,1790,1,No,Excellent,1,3,1,1,0,Yes
36,Travel_Rarely,557,9173,Sales,Bachelor,Medical,Low,Female,Sales Executive,Very High,Married,7644,0,No,Excellent,10,2,9,3,4,No
36,Travel_Frequently,688,6157,Research & Development,College,Life Sciences,Very High,Female,Manufacturing Director,Medium,Divorced,5131,7,No,Excellent,18,3,4,0,2,No
56,Non-Travel,667,7567,Research & Development,Master,Life Sciences,High,Male,Healthcare Representative,High,Divorced,6306,1,No,Outstanding,13,2,13,1,9,No
29,Travel_Rarely,1092,5744,Research & Development,Master,Medical,Low,Male,Research Scientist,Very High,Married,4787,9,Yes,Excellent,4,3,2,2,2,Yes
42,Travel_Rarely,300,22656,Research & Development,Bachelor,Life Sciences,Low,Male,Manager,High,Married,18880,5,No,Excellent,24,2,22,4,14,No
56,Travel_Rarely,310,2807,Research & Development,College,Technical Degree,Very High,Male,Laboratory Technician,High,Married,2339,8,No,Excellent,14,4,10,9,8,Yes
41,Travel_Rarely,582,16284,Research & Development,Master,Life Sciences,Low,Female,Manufacturing Director,Medium,Married,13570,0,No,Outstanding,21,3,20,0,10,No
34,Travel_Rarely,704,8054,Sales,Bachelor,Marketing,Very High,Female,Sales Executive,High,Married,6712,1,No,Outstanding,8,2,8,1,7,No
36,Non-Travel,301,6487,Sales,Master,Marketing,Very High,Male,Sales Executive,Very High,Divorced,5406,1,No,Outstanding,15,4,15,11,11,No
41,Travel_Rarely,930,10726,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,Medium,Divorced,8938,2,No,Excellent,14,5,5,0,4,No
32,Travel_Rarely,529,2927,Research & Development,Bachelor,Technical Degree,Very High,Male,Research Scientist,Low,Single,2439,1,No,Excellent,4,4,4,1,2,No
